"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Na+ translocating decarboxylases and related biotin-dependent enzymes",2490.56178027771,0.0363847846400662,0.131862446178342,0.275929847311162,0.782601948663812,0.851238153885043
"Naphtalene and antracene degradation",57.5876229711679,-6.86457549440386,0.678310629550747,-10.120106033058,4.49927929787623e-24,8.85116841185651e-23
"Natural DNA Transformation in Vibrio",1062.02492716072,0.0998529523617153,0.0792947478689191,1.25926312959316,0.20793530600293,0.318482548774205
"Neotrehalosadiamine (NTD) Biosynthesis Operon",41.3705540314736,-4.54208114947483,1.14435873460678,-3.96910602603611,7.21427786037633e-05,0.00024645182750567
"NiFe hydrogenase maturation",8728.33316474566,0.353468900413953,0.101792316258104,3.47245168798103,0.000515727826454162,0.00150497557540716
"Nicotinate catabolism, anaerobic",2.00212162170413,0.684052808094699,3.13005418052467,0.218543440030817,0.827005715927864,0.886854813791065
"Nitrate and nitrite ammonification",39506.656188579,0.196057721829055,0.0503246968275486,3.89585500139029,9.78529196841107e-05,0.000328382886351677
"Nitric oxide synthase",1342.83503443872,0.210587893373184,0.13323495882799,1.58057536269485,0.113975162775088,0.191525273529272
"Nitrilase",23.7988465595218,-3.89276915787333,1.00857694820642,-3.85966501098001,0.000113542565897228,0.000375513239677498
"Nitrogen Metabolism in Aspergillus nidulans",14151.9767797738,0.0589847552439307,0.175034865229035,0.336988606051419,0.736125489327609,0.819175281024937
"Nitrogen fixation",2158.03756734581,-5.81795169435855,0.679033398445577,-8.5679904812883,1.05306499620936e-17,1.26478648492092e-16
"Nitrosative stress",11077.7664121978,0.14444281661509,0.0990865908646607,1.45774332686831,0.144911304664802,0.234530210812112
"Nonhomologous End-Joining in Bacteria",73.6939387154214,-2.47782323013678,0.612993769709535,-4.04216707016596,5.29594761338566e-05,0.000184791321922723
"Nonmevalonate Branch of Isoprenoid Biosynthesis",9600.81075489169,0.118628627976824,0.0603573501010973,1.96543797529421,0.0493635678328683,0.0929436153420837
"Novel non-oxidative pathway of Uracil catabolism",16.4137236108225,-2.91843916189662,0.900242778376299,-3.2418356825482,0.0011876247651731,0.00325740350255409
"Nucleoid-associated proteins in Bacteria",1295.47600828456,0.0981399512317405,0.112100801659607,0.875461636124082,0.381322775607071,0.520728334474072
"Nucleoside triphosphate pyrophosphohydrolase MazG",1389.53503958798,0.329695231063888,0.0807000848793161,4.08543846709622,4.39936587212657e-05,0.000156864889378013
"Nudix KE",8669.13855166509,0.109288618503285,0.0706405466715998,1.54710890066233,0.121836988033402,0.20255905105118
"Nudix proteins (nucleoside triphosphate hydrolases)",10375.2930324533,0.211725199884425,0.0567097929250526,3.73348568146317,0.000188847934483145,0.000595236169185823
"NusA-TFII Cluster",6859.36761392314,-0.0292723402767628,0.068914425991725,-0.424763608714926,0.671009008798414,0.776151346999369
"O-Methyl Phosphoramidate Capsule Modification in Campylobacter",673.290392477335,0.474811188821464,0.302701744765251,1.56857764130063,0.116746385631668,0.195319099715151
"O-antigen capsule important for environmental persistence",16402.8748785896,0.83789508306692,0.505917516265661,1.65618911409056,0.097683527068209,0.167856783712088
"Omega-amidase",2925.21800026216,0.825874946771185,0.106843051503,7.72979557540992,1.07719421615009e-14,1.03283916019097e-13
"Omega-amidase KE",13504.3071520054,0.808249330555699,0.195912328307696,4.12556645892279,3.69823365071606e-05,0.000133958241125937
"Omega-amidase KE2",45656.2342623016,0.2607319748272,0.0729634819472293,3.57345850100429,0.000352297098153756,0.00106060946963967
"One-carbon metabolism by tetrahydropterines",4044.89092656829,-0.151762256396896,0.13189912323858,-1.150593367648,0.249899562814025,0.367442527281961
"Orphan regulatory proteins",35243.8229413654,-0.0826441371626466,0.105005549141123,-0.787045426061973,0.431255274642494,0.57481824176218
"Osmoprotectant ABC transporter YehZYXW of Enterobacteriales",3981.45749558434,0.514994792497177,0.0967249798068758,5.32432049637469,1.01331109400051e-07,5.35272202895637e-07
"Osmoregulation",6021.4073636926,-0.304662080689183,0.0511506739805369,-5.95616943004717,2.58218631832197e-09,1.55067083642388e-08
"Osmotic stress cluster",954.850607978713,0.371140213801771,0.120313241589246,3.08478276288871,0.00203700876956821,0.00533079588549846
"Outer membrane",4228.34053448362,0.0191402467953052,0.189882107679879,0.100800686432097,0.919708681923856,0.943009602400417
"Oxidative stress",28691.6841910791,0.174655600696658,0.0675808017357601,2.58439669567045,0.00975495225602747,0.0222163683116314
"Oxygen and light sensor PpaA-PpsR",53.4160736080705,-3.70723140109114,0.617284529013041,-6.00570924241132,1.90497310517433e-09,1.16233920481492e-08
"Oxygen stress response / Human gut microbiome",9119.2500218395,0.255889310420209,0.0962854486968741,2.65761144475527,0.00786965663889838,0.0183250576020062
"P uptake (cyanobacteria)",3780.00320676657,0.198472495024941,0.259881906295412,0.763702628836863,0.445044473834662,0.587662112248211
"Paerucumarin Biosynthesis",95.9551659436115,-2.86994847384899,1.00424843031264,-2.85780727877815,0.00426579388642781,0.0104447871768544
"Pentose phosphate pathway",18104.6384268801,0.197596540082501,0.0801648069157432,2.46487888744227,0.0137059570479083,0.0304250914234696
"Peptide ABC transport system Sap",6456.31060463249,0.148430201564657,0.0998057983456992,1.48719016354678,0.136964593263091,0.223571675126162
"Peptide methionine sulfoxide reductase",4133.96342525896,-0.0922940207107932,0.132786720122157,-0.695054600534507,0.487021084619601,0.627190809876935
"Peptidoglycan Biosynthesis",64824.7535603685,0.122155901233981,0.0348738066922324,3.50279802580857,0.000460398421778248,0.00135426024010955
"Peptidoglycan Crosslinking of Peptide Stems",8359.51523050177,0.313059237629113,0.0684033038676799,4.57666837605823,4.7243948042306e-06,2.02651671865681e-05
"Peptidoglycan biosynthesis--gjo",14718.9912333506,0.183857832625813,0.0574219030484835,3.20187633751139,0.00136535597840663,0.00370022468068498
"Peptidyl-prolyl cis-trans isomerase",10492.211639444,0.230611392637986,0.0538545588167857,4.28211460096685,1.85125589888679e-05,7.1602812902706e-05
"Peripheral Glucose Catabolism Pathways",236.172987700403,-5.0872735284118,0.46961393496879,-10.8328845240717,2.40458937623195e-27,7.22009599547542e-26
"Periplasmic Acid Stress Response in Enterobacteria",173.652741375741,-7.66729735657715,0.643372116667034,-11.9173603548399,9.61053952794257e-33,4.06134281532684e-31
"Periplasmic Stress Response",13657.8454467446,0.344020224408753,0.0701515645667295,4.90395654798995,9.3925275193406e-07,4.35645280470229e-06
"Periplasmic disulfide interchange",8492.98338338022,-0.0256227736602913,0.0784919184762369,-0.326438366620489,0.744092713565935,0.825082396675153
"Periplasmic-Binding-Protein-Dependent Transport System for &#945;-Glucosides",103.446068184144,-0.591118987653266,0.553300527637269,-1.06835066682024,0.285362361484441,0.4049732020569
"Perosamine Synthesis Vibrio",13.0236959800458,-0.582257764678211,0.789157955129479,-0.737821574113992,0.460622881406005,0.602028302043816
"Persister Cells",4124.63609808217,0.0456079251681072,0.0826090801585264,0.552093366499008,0.580884386516606,0.71652874055724
"Petrobactin-mediated iron uptake system",1.41759385360185,-0.607887054272836,1.39774698957854,-0.434904928291872,0.66363143721939,0.771082963205015
"Phage DNA methyltransferases",859.539454050291,-2.33215348955309,0.700146462287902,-3.33095090123315,0.000865498666603266,0.00243234970097125
"Phage Dual Exonuclease Exclusion",291.171420389339,-2.15610466849424,0.612049723182725,-3.52276063010415,0.000427076895013374,0.00126899671148505
"Phage Ea cluster",328.215664088513,-3.45288337578403,0.76339863542282,-4.52304106343024,6.09574081675837e-06,2.56650932543221e-05
"Phage Family Inoviridae",133.428801085131,-7.4663848395706,0.821420718488276,-9.08959887609307,9.94051122268306e-20,1.41776541313517e-18
"Phage capsid proteins",2155.06340489364,-1.75781167457267,0.741598211040757,-2.37030193493288,0.0177735640207387,0.0379768474675334
"Phage cyanophage",9.82228673186376,-3.76772848203276,1.55560542873992,-2.42203351339852,0.0154339271107128,0.0340621099290587
"Phage entry and exit",630.943299508134,-3.98330989932081,0.820053170147806,-4.8573800386661,1.18949157347288e-06,5.38575351322442e-06
"Phage head and packaging",8720.56343513902,-1.68719868921864,0.559541537397693,-3.01532339683919,0.0025670538418353,0.00659122190913958
"Phage integration and excision",6193.72166006721,-0.889374374836659,0.33193964248977,-2.67932557908949,0.00737706255838695,0.0172131459695695
"Phage neck proteins",82.7880771765994,-5.43898581753572,0.960843767116022,-5.66063495823141,1.50813929306738e-08,8.64717051954714e-08
"Phage nin genes - N-independent survival",1739.01810591278,-0.889582690203433,0.70012604477914,-1.27060362464313,0.203869696824916,0.313497741343975
"Phage packaging machinery",10601.7035457357,-1.0307913720999,0.550340700104264,-1.87300588872422,0.0610675718280425,0.112747733747244
"Phage shock protein (psp) operon",2340.69229965512,-0.0436746277253553,0.0749694962103017,-0.582565309000354,0.560185964537109,0.697025284118692
"Phage tail fiber proteins",9910.3029400272,-1.36968125817055,0.482540965756858,-2.83847663798291,0.00453294374999326,0.0110044442951964
"Phage tail proteins 2",10141.592409096,-1.37788942469102,0.533846512753006,-2.58105914672994,0.00984977046685711,0.0223876257025577
"Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems",259.310567475743,-6.9843718163484,0.834178114866352,-8.37275839760841,5.62849271999114e-17,6.5006908290636e-16
"Phenazine biosynthesis",175.329708365654,0.184887642879981,0.272390602724209,0.678759256123006,0.497290413638843,0.635395702085017
"Phenol hydroxylase",35.0623901820798,-7.13337887987829,0.971167103526735,-7.34516115092228,2.05511337477964e-13,1.73695137823968e-12
"Phenylacetyl-CoA catabolic pathway (core)",8245.03944754749,-0.431757229033325,0.755575245222819,-0.571428500024508,0.567709214587592,0.703318364651947
"Phenylalanine and Tyrosine Branches from Chorismate",8548.57823992944,0.106402499673286,0.0898922707265953,1.18366683601648,0.236544971869588,0.352207619840297
"Phenylpropanoid compound degradation",706.133034743548,-5.21440153530271,0.746885099535082,-6.98153107961125,2.9198029419771e-12,2.25101024107829e-11
"Phenylpropanoids general biosynthesis in plants",0.684616620626876,-0.354074585608096,1.87808074753777,-0.188530011860406,0.850461191253343,0.900999275041842
"Phenylpropionate Degradation",1042.69583293163,-5.05283711273912,0.445651952631391,-11.338079151015,8.49894423719996e-30,2.85214569842505e-28
"Phosphate metabolism",52219.7296530754,0.0319541091677966,0.0469318883125815,0.68086135710057,0.49595922157163,0.635060863688181
"Phosphoenolpyruvate phosphomutase",5.94097992174719,-1.7505520824725,1.04655139193212,-1.67268621108102,0.0943890851495219,0.16420745454253
"Phosphoglycerate transport system",1448.15026441173,-7.49625084728702,0.253051293765789,-29.6234440683206,7.45742345804507e-193,2.83630672187648e-190
"Phospholipid and Fatty acid biosynthesis related cluster",18048.6021727692,1.25608459888487,0.465666293555999,2.69739213738865,0.00698849208163877,0.0163734485937368
"Phosphonate metabolism",1829.69035694433,-6.52187225477576,0.631299567385887,-10.3308676129493,5.10963069096564e-25,1.14315463105722e-23
"Phosphorylcholine incorporation in LPS",10.7786402368083,-1.88482567689449,0.790699693170515,-2.38374403477608,0.0171375177189821,0.0370339161313609
"Photorespiration (oxidative C2 cycle)",1811.78154529344,0.0145626993488058,0.293177624434126,0.049671933105106,0.960383822978134,0.968875280298895
"Photorespiration (oxidative C2 cycle) in plants",0.165794577953364,0.281160126653887,3.15356060995644,0.0891564049113902,0.928957611188215,0.948068545944323
"Photosystem II",1.94734914543794,-3.03855203370017,1.54534639882889,-1.96625949754882,0.0492686428307923,0.092918217305676
"Plasmid replication",3040.33771958293,-1.40236978194969,0.459530384049575,-3.05174550068141,0.00227514912416376,0.00589987534243375
"Plasmid-encoded T-DNA transfer",7.1281601464144,-5.06984440795966,0.981525480424717,-5.16527029513883,2.40091715111839e-07,1.2284513315812e-06
"Plastidial (p)ppGpp-mediated response in plants",3661.12482473965,-0.371056066217848,0.12677747537667,-2.92682958952605,0.00342436454809043,0.00853100425626895
"Poly-gamma-glutamate biosynthesis",104.516587821984,1.61871587335946,1.55955075998764,1.03793727968962,0.299299256132195,0.41953372389046
"Poly-gamma-glutamate biosynthesis COPY",342.475699523597,-3.18445806995618,0.731214927838809,-4.35502332996431,1.33052746741014e-05,5.23493738039645e-05
"Polyadenylation bacterial",8345.05970676586,-0.0324008982843823,0.0546440447410268,-0.592944728706287,0.553218142499482,0.69139575328503
"Polyamine Metabolism",41557.0459148761,-0.035424402198486,0.0464326164036768,-0.762920656689095,0.445510716121562,0.587662112248211
"Polyglycerolphosphate lipoteichoic acid biosynthesis",722.005300100488,-5.49478366655334,0.584124790926617,-9.40686605311989,5.11150167050945e-21,8.10031028618233e-20
"Polyhydroxybutyrate metabolism",12776.5432507127,-0.312940751439033,0.204661960388879,-1.52906163336075,0.126249165454339,0.20756527058127
"Polymyxin Synthetase Gene Cluster in Bacillus",23.7244449090294,-2.82474061342519,1.24568509130144,-2.26762014986791,0.023352368472313,0.0480091034719083
"Polyprenyl Diphosphate Biosynthesis",3063.62622165193,-0.0825000669003899,0.195326675137556,-0.422369688330026,0.672755199108129,0.776151346999369
"Polysaccharide deacetylases",337.922150150496,-4.42559259725471,0.706034150785502,-6.26824154657532,3.65148062401098e-10,2.43645578479329e-09
"Polyunsaturated Fatty Acids synthesis",7.54261398759777,-5.23226843541938,1.60572680587822,-3.25850475701418,0.0011200099857515,0.00307935275600594
"Potassium homeostasis",56169.3031797603,0.208742465187358,0.0508828004165235,4.10241699510649,4.08856551839789e-05,0.000147162563296277
"Predicted mycobacterial monooxygenase",3.8549668810947,-2.56458221884339,1.31330001681114,-1.95277711567424,0.0508460113189073,0.0954198995310414
"Predicted secretion system X",26.9944823370541,-5.33153353717928,0.729640428870512,-7.30706979249015,2.73030763493914e-13,2.2739277455953e-12
"Prenylated indole derivatives in actinomycetes",0.497076216550187,0.146685358439085,3.05577418504148,0.0480026826449199,0.961714104632019,0.969360241506302
"Programmed frameshift",2045.88249127421,-0.0229265448815947,0.049590172967485,-0.462320324968961,0.643851626297872,0.759537943528114
"Proline Synthesis",6140.5925201839,-0.0442565742101331,0.0510510183905598,-0.866908743554408,0.385992012411514,0.524305816858973
"Proline, 4-hydroxyproline uptake and utilization",38438.1098260269,0.23805612112912,0.0679630648408767,3.5027278667683,0.00046051969602323,0.00135426024010955
"Propanediol utilization",7656.67127055959,-2.13674949469734,0.0570718784107608,-37.4396209516464,8.86208468744561e-307,1.01116386283754e-303
"Prophage lysogenic conversion modules",27.9677917718849,-6.97048127958929,1.00949274325927,-6.9049345090726,5.02265937559994e-12,3.77029891286812e-11
"Prophage-encoded Exotoxins",0.502821487578804,-1.58115328971734,3.12445939043378,-0.506056598001687,0.612816917940092,0.738357025733522
"Propionate-CoA to Succinate Module",6890.14036426563,-0.862095197850857,0.116684719294592,-7.38824417680894,1.48780340163128e-13,1.29586540554297e-12
"Propionyl-CoA to Succinyl-CoA Module",463.587455116516,-0.648771265283608,0.483408720320483,-1.34207604871814,0.179571338930444,0.279142912424573
"Proteasome archaeal",5.36224281663517,1.08144934721529,0.51869190140253,2.08495514252504,0.0370733725287949,0.0724327363961558
"Proteasome bacterial",15333.6402945256,0.266693537869551,0.0692685987255982,3.85013617679831,0.000118052170358876,0.000388177309450944
"Protection from Reactive Oxygen Species",9463.42058476225,0.103551178781601,0.122859104044001,0.842844977483436,0.399315149514601,0.538556247749597
"Protein Acetylation and Deacetylation in Bacteria",2950.49201870442,-0.698157381434782,0.211835630585373,-3.29575048118931,0.000981591552616723,0.00272505100130336
"Protein chaperones",17952.3077566348,-0.0265796876568842,0.0919827261550642,-0.288963904071252,0.77260900013297,0.843585520719348
"Protein degradation",10701.1082341687,-0.124523699703343,0.072150169188773,-1.72589615663326,0.0843660962990572,0.150644312796908
"Protein secretion by ABC-type exporters",151.338998642566,-6.84408390373439,0.871465249032594,-7.85353622686842,4.04467906093086e-15,3.94442633207018e-14
"Proteolysis in bacteria, ATP-dependent",36037.3636768417,0.129511206310376,0.0773957207302085,1.6733639158402,0.0942556768982801,0.16420745454253
"Proteorhodopsin",2534.24913380244,0.431289303665152,0.328599094511202,1.31250910568303,0.189348415749432,0.293143205386841
"Protocatechuate branch of beta-ketoadipate pathway",5361.281736023,-0.916582592668949,0.308565837670202,-2.97046037108166,0.00297353767272296,0.0074896390388011
"Proton-dependent Peptide Transporters",5808.85183979107,-0.592761048875741,0.107063399312781,-5.53654239152277,3.08501196338161e-08,1.71707251230166e-07
"Pseudaminic Acid Biosynthesis",3.72523629245154,-4.30409782881831,1.72221766975426,-2.49916018422484,0.0124488026626209,0.0279607949567922
"Pseudomonas quinolone signal PQS",746.945750867887,0.139650885721345,0.113660565160771,1.22866612112839,0.219197013420443,0.332797353391143
"Pseudouridine Metabolism",2244.39807386516,-1.98696349477851,0.491080583035932,-4.0461047807975,5.20769301178739e-05,0.000183043407445181
"Pterin biosynthesis",106.242853117885,-0.391726433495337,0.528882562840907,-0.740668082137493,0.458894716626373,0.600457421640701
"Pterin carbinolamine dehydratase",133.392823134533,-3.85462237191391,0.689245635839116,-5.59252343646853,2.2379293414178e-08,1.26409771215728e-07
"Pterin metabolism",0.353542849367464,0.596350254776265,3.14680234391149,0.189509918196832,0.849693182349053,0.900999275041842
"Pterin metabolism 3",4079.7373759994,-0.580557916267834,0.137470747456893,-4.22313784574338,2.4092436406631e-05,9.07243232342113e-05
"Purine Utilization",19012.1768234382,0.0356800417143113,0.102949134949514,0.346579325137687,0.728907380438132,0.813140716002492
"Purine conversions",45187.4093439457,-0.078575351201683,0.0337280958616284,-2.32967053711076,0.0198235708958201,0.041502191545194
"Purine nucleotide synthesis regulator",1345.32899330378,0.0526823153822966,0.101516401353325,0.518953732401694,0.603793006218419,0.732123081929029
"Putative TldE-TldD proteolytic complex",4995.50647834676,-0.06059600748362,0.0933398045112135,-0.649197925803886,0.516210452225235,0.652989053202875
"Putative Toxic Anion Resistance Operon",0.266359433118573,0.531927699496493,3.14784470306106,0.16898155712041,0.865811148062267,0.912179612132084
"Putative diaminopropionate ammonia-lyase cluster",4969.37356334011,-2.61351409392187,0.327101844884334,-7.98990936552507,1.35037994286282e-15,1.40071228618771e-14
"Putative hemin transporter",20578.4969962687,0.0746474962722797,0.101739297861989,0.73371349951265,0.463123369230527,0.602535649135726
"Putative oxidase COG2907",7042.61083819771,-0.217273618970966,0.183400176150604,-1.18469689359811,0.236137311131247,0.352199571242814
"Putative sugar ABC transporter (ytf cluster)",22304.960104424,0.432235762614386,0.0687951198950856,6.28294220976076,3.32224585859568e-10,2.22981324979863e-09
"Putrescine utilization pathways",11949.84415887,-0.450015096026306,0.186614751736772,-2.41146582377941,0.0158885408651958,0.0349977319057691
"Pyridoxin (Vitamin B6) Biosynthesis",22845.1917751232,-0.0650791228896212,0.0626288936399166,-1.03912298473277,0.298747542525074,0.419275456360528
"Pyridoxine (vitamin B6) biosynthesis in plants",81.4816326279629,-1.30499387087208,0.878274942519234,-1.48586030147786,0.137316076004887,0.223825203887967
"Pyrimidine utilization",8159.92436190832,0.66579214714606,0.0672087080730142,9.90633753029082,3.90706662331632e-23,7.07613177333956e-22
"Pyrroloquinoline Quinone biosynthesis",838.930785308684,-5.84701012014213,0.646675573933521,-9.0416436863026,1.54333431070509e-19,2.12161981748736e-18
"Pyruvate Alanine Serine Interconversions",26620.8115701533,0.100441878619026,0.0892173930859884,1.12581050784817,0.260245735480091,0.379234207129992
"Pyruvate metabolism I: anaplerotic reactions, PEP",29143.2945358235,0.0535141318434765,0.0450027121763186,1.18913126021851,0.234388018910296,0.350506853966773
"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate",45494.4413254565,0.254507945952618,0.0512845381048999,4.96266429137054,6.95327063524422e-07,3.25150893230068e-06
"Pyruvate:ferredoxin oxidoreductase",5807.31496344558,-0.470148310349641,0.174071233516446,-2.70089606910967,0.00691529442674176,0.0162687648266234
"Q RZ",753.534458327194,-0.564806111613921,0.237759653237401,-2.37553388021628,0.0175235835829602,0.0376542539889972
"Queuosine exploration RZ",29475.7534481136,0.0508178117827066,0.0804320468372573,0.631810500676791,0.527510711225992,0.664337440959003
"Queuosine-Archaeosine Biosynthesis",21141.6853675731,-0.0860346297822314,0.0855152876381575,-1.00607309123804,0.31438041170429,0.43744884116414
"Quinate degradation",4113.8562093915,0.420613773017806,0.188411982818364,2.23241519316365,0.0255875345825367,0.0521346017119186
"Quinohemoprotein amine dehydrogenase maturation",35.5130881383998,-6.22469154311068,0.863113637992303,-7.21190266161244,5.51754117850746e-13,4.52914711127842e-12
"Quinone disambuiguation",3763.11891182222,0.198183811881057,0.155840122081159,1.27171237569902,0.203475331841576,0.313313567653493
"Quinone oxidoreductase family",3741.64555808071,0.164956329776015,0.138507810183718,1.19095327228995,0.233671929445228,0.349894582017067
"Quorum sensing in Yersinia",717.824662969624,-0.0473460157820859,0.504082596549246,-0.0939251148645051,0.925168643248266,0.945046931017253
"Quorum sensing regulation in Pseudomonas",0.867769915419661,-0.740785642926486,2.76873827755425,-0.267553509456609,0.789043020617317,0.856610929138306
"Quorum-sensing in Vibrio",29.4094412907479,-5.00892746204819,0.88738945084834,-5.6445650297732,1.65599380934337e-08,9.42857802027963e-08
"RCJ pfr",9333.17188793785,-0.331589926200927,0.141489717094126,-2.34356201292238,0.0191005866893733,0.0403211358497846
"RNA 3'-terminal phosphate cyclase",2091.00178493112,-0.767334932610662,0.817045209029845,-0.939158475112768,0.347649385351883,0.479067570877414
"RNA polymerase I",3.25579498227628,0.79440013373201,0.728441430478218,1.09054770980076,0.27547194907337,0.3938765587628
"RNA polymerase II",0.280625401158908,1.5459472978513,3.1490400096011,0.490926534162115,0.623478409240054,0.748499931781628
"RNA polymerase III",3.34472124179862,0.865077642648459,0.673832061893147,1.28381787031327,0.199205689318283,0.307153637178596
"RNA polymerase bacterial",23457.1199314874,0.179258722663253,0.0486969702355484,3.68110627409003,0.000232224179611772,0.000720021165589759
"RNA processing and degradation, bacterial",19937.1308476681,0.16168846851037,0.0256639219739329,6.30022444249161,2.97214954996825e-10,2.00664061332176e-09
"RNA processing orphans",768.309885806046,0.358076611613748,0.486564539309096,0.735928294573633,0.461774336885576,0.602153735298791
"RNA pseudouridine syntheses",11069.4572388038,0.171321682557972,0.0442877587761757,3.86837553518587,0.000109562837385033,0.000364464132525722
"RP Bacterial Cell Division",53743.2668878808,0.172363389443402,0.0386219635808866,4.46283341038366,8.08829356029652e-06,3.33167615606438e-05
"Raj MurE",15005.8159459644,0.283838498270376,0.0833604414387789,3.40495435690359,0.000661751133717724,0.0019019094296522
"Rcs negative regulator IgaA",9676.60883589747,0.304262689787594,0.0594358679640249,5.1191763527666,3.06872906787126e-07,1.55618660730716e-06
"Rcs phosphorelay signal transduction pathway",12077.5388468633,0.519486427998256,0.0844013142970899,6.1549566179702,7.50980495627247e-10,4.78697623190329e-09
"RecA and RecX",1891.51170236886,-0.0290510262448028,0.072317981557127,-0.401712348979959,0.687895735226285,0.787947990953505
"Recycling of Peptidoglycan Amino Acids",19588.0216456243,0.202683245523617,0.0514761072912873,3.93742371342682,8.2361103100608e-05,0.00028051945862028
"Recycling of Peptidoglycan Amino Sugars",3744.72684765785,0.112315785120628,0.0695789758759829,1.61422015352481,0.10647968206159,0.180257147228893
"Redox-dependent regulation of nucleus processes",5046.63972513032,-0.1152775994689,0.104346166020709,-1.10476123718836,0.269263060885815,0.388406008180423
"Regulation of Oxidative Stress Response",8108.53941504944,0.353616553012593,0.0763596072987008,4.63093729161451,3.6401411687922e-06,1.59134140750647e-05
"Regulatory Intramembrane Proteolysis Pathways",1.04640727697404,-0.791430418789042,1.46841975065332,-0.538967429739979,0.589909328497044,0.721169349990772
"Resistance to Vancomycin",55.3378543765532,-3.32808780716634,0.733275247493171,-4.5386610533275,5.66125488598717e-06,2.40129807617523e-05
"Resistance to chromium compounds",1477.82277798179,-2.32491285386113,0.787962242243812,-2.95053840047041,0.00317220608971941,0.00797243865279702
"Resistance to fluoroquinolones",18232.0803494238,0.00878027609758561,0.0427216796785439,0.205522726719833,0.837163743713143,0.893548953766788
"Respiration / HGM",42828.6934723822,-0.175179893769987,0.110103840952295,-1.59104253089489,0.111600004506089,0.187810627052282
"Respiration / Human gut microbiome",38404.6259791793,-0.191784070381433,0.101371194073222,-1.89189909554488,0.0585044263280689,0.108542358439555
"Respiratory Complex I",24128.9742782006,0.25344012295886,0.0414830755715677,6.10948246885935,9.99547343680259e-10,6.26639296230316e-09
"Respiratory complex IV (terminal cytochrome c oxidase) in plants",5.80052789356788,1.65597686211629,0.836274026609055,1.98018449626014,0.0476828013101178,0.0905710757171681
"Respiratory dehydrogenases 1",33361.4480118616,0.0854116212532199,0.0487464326322813,1.752161474,0.0797460461646018,0.143291714446946
"Restriction-Modification System",15275.98795813,-1.33643603370125,0.459938499506108,-2.90568420590219,0.00366451081850744,0.0090895800954717
"Rhamnolipids in Pseudomonas",5.03612494550941,-4.25904913172967,1.41408078058415,-3.01188531108548,0.00259630669623459,0.0066272616116413
"Rhamnose containing glycans",16498.7403855763,0.0380363197163819,0.251999941821938,0.150937811498616,0.880024772901653,0.91867178946092
"Rhombosortase",106.707858733618,-6.92573890290433,0.594925198666987,-11.6413608272475,2.53931339136843e-31,9.34631154693994e-30
"Riboflavin transporters",88.7595346863914,-7.42227533926739,0.71980441011774,-10.3115168995051,6.25068316170414e-25,1.32074620138971e-23
"Riboflavin, FMN and FAD metabolism Extended",14557.6450761849,-0.0766755525266657,0.0783598736938087,-0.978505310336201,0.327824466201719,0.455045883134016
"Ribonuclease H",2101.31649746205,0.126536645945681,0.0738085071053026,1.71439107642634,0.0864569262969202,0.154043973900246
"Ribonucleotide reduction",19368.1563328633,0.0960892079899175,0.0560633967476922,1.71393839053951,0.0865400414286219,0.154043973900246
"Ribosomal protein S12p Asp methylthiotransferase",4055.5176359207,-0.136555221630038,0.265487465906325,-0.514356567319908,0.607002719320459,0.734124678495705
"Ribosomal protein S5p acylation",2687.59319000099,0.021551186405545,0.0771833608782609,0.279220626833509,0.78007551497692,0.849299773462467
"Ribosomal proteins, zinc requirement",2730.8386121936,0.180346104192696,0.0484016075278544,3.72603542328443,0.000194515080165927,0.000611409659695105
"Ribosome LSU bacterial",18265.657178837,0.0754496796453926,0.0677865363812747,1.11304816078838,0.265687745860013,0.384220174938245
"Ribosome LSU eukaryotic and archaeal",2.11042057255809,0.179586389558788,0.967467519233767,0.185625239078848,0.852738659618802,0.902215318164749
"Ribosome LSU mitochondrial",0.0876722818924898,1.1797644484627,3.16004636500243,0.373337702107354,0.708897119363862,0.796113792513943
"Ribosome SSU bacterial",16303.7571650368,0.158631783279542,0.037883869673731,4.18731731065843,2.82271064256574e-05,0.000104230189099272
"Ribosome SSU eukaryotic and archaeal",1.07294202384842,0.462417623647444,2.23004247021972,0.207358213945532,0.835730113779,0.892853988597228
"Ribosome SSU mitochondrial",0.423323721215184,1.15929591507952,3.14426730476477,0.368701450198824,0.712350267691172,0.797636560780792
"Ribosome activity modulation",1477.37132554782,0.28821447519832,0.041247477883551,6.9874448084317,2.79937639036218e-12,2.1728492934716e-11
"Ribosome biogenesis bacterial",19877.5814621043,0.0409801228461989,0.0243408163738695,1.68359689407098,0.0922595993956018,0.161454298942303
"Rolling-circle replication",1.97959961838507,-1.98447018501538,1.72396765713424,-1.15110638926613,0.249688469788745,0.367442527281961
"RpoS Regulators SG1",5576.95715501873,0.191053591153211,0.0745916669827326,2.5613262027974,0.0104273398583956,0.0236063388460901
"Rrf2 family transcriptional regulators",2369.75868094247,0.0400035608752262,0.0534417776160285,0.748544727734284,0.454131656840112,0.594907256549447
"RtcB RtcA",4412.43367204318,0.120817069579517,0.17765867241393,0.680051628991253,0.496471770736072,0.635060863688181
"Rubrerythrin",1742.21557332444,0.269278018677633,0.161459171608656,1.66777777932806,0.0953598485339385,0.164749924294786
