Subsystem 3	FAME000104	FAME000105	FAME000106	FAME000107	FAME000108	FAME000109	FAME000110	FAME000111	FAME000112	FAME000113	FAME000114	FAME000115	FAME000116	FAME000117	FAME000118	FAME000119	FAME000120	FAME000121	FAME000122	FAME000123	FAME000124	FAME000125	FAME000126	FAME000127	FAME000128	FAME000129	FAME000130	FAME000131	FAME000132
Tryptophan synthesis	0.368704689472178	0.2003553396992646	0.2033357501709783	0.1979954922200847	0.2120192186099796	0.2132937595107853	0.2199005977900999	0.2220586955359137	0.2202203019342959	0.2224287871386916	0.2188256892435742	0.2821589337842061	0.2174229150707299	0.2094519327619685	0.2226869034089204	0.2232084574684217	0.2217619195796958	0.2174955781946432	0.2115045967908047	0.2067669314747862	0.1781907548494505	0.3088695263628239	0.2625221839402941	0.2508439325185209	0.2481983113108782	0.2106927158394427	0.2057996523275629	0.2187825452175802	0.1784567746936446
Twin-arginine translocation system	0.0299464136615861	0.0455081769289869	0.0482403365060755	0.0465536523957225	0.0467204435947194	0.0486306472294906	0.0503895252242156	0.0501153658343059	0.0478399651974032	0.0488242111402457	0.0488646006910112	0.0356251396630344	0.0512845563305249	0.0455927788798727	0.0483088826673193	0.0471163253960221	0.0488662412169905	0.0459617691732409	0.0498002593582189	0.0514197848270276	0.0553323713366393	0.0378663529755065	0.0408983189120508	0.0445013966634648	0.0380084480238126	0.0414098924113662	0.0438786724665478	0.0412548399999411	0.0645454877915904
Two cell division clusters relating to chromosome partitioning	0.1179135664285845	0.0197522225880803	0.0195050367924964	0.017178838462397	0.0145960088596816	0.0172239925019012	0.0147922489892777	0.0184402991274188	0.0163320602329238	0.0135782023837518	0.0117486874086714	0.1184474324246573	0.011252543198101	0.0118711627008057	0.0104403695432071	0.0118631128669018	0.0112292487216605	0.0106044876681612	0.0109162539853842	0.0110881412752586	0.0105296182465361	0.1395692804122797	0.0855811528494576	0.0468299248751204	0.0534931420093401	0.0398953495999108	0.0255502974354648	0.0262051041268247	0.0105442519264679
Two partner secretion pathway (TPS)	0.0276345720324152	0.2344830424761277	0.215233533365215	0.2385224280866969	0.2043464025258431	0.1979633810165843	0.1986482832430698	0.1907180225516525	0.1794891548856713	0.1642973454243189	0.1794894966315942	0.0401446773916694	0.1786944287401531	0.1755268094701483	0.1675073957215707	0.1653325353482457	0.1508344866317254	0.1476856634215781	0.2004369054560962	0.2218622768697181	0.3320219565947979	0.0402828691798435	0.1254789881069772	0.2818306780166275	0.250952503901623	0.2624794576580839	0.2709825122366278	0.2188465105979314	0.4212611027098926
Two-component Response Regulator of Virulence ResDE	0.0008333382616778	8.231807704972011e-05		6.121453306472397e-05		7.070120750592298e-05	7.097116228762767e-05					0.000326152207221										0.0007751089712024	0.0002634352264866	0.0007314541861261	0.0011740644822415	0.0010880435178863	0.0002074247177021	0.0001301950219537	
Two-component regulatory systems in Campylobacter	0.1540690115192436	0.0749643288332787	0.0707803471675875	0.057837531323987	0.0653243168915202	0.0626884039885855	0.0609760569321205	0.0684312868087986	0.0734436152523949	0.0723838304841093	0.0705744987282196	0.0904047325244382	0.0699529931537681	0.0650837816713096	0.0723132964150528	0.0764906845509185	0.076712078178269	0.079285430860783	0.0856056188478523	0.0907305086813925	0.0679072800818954	0.0890828181138405	0.0709478962242438	0.0444565433407305	0.0440702487625967	0.0448145451905822	0.0400258179400357	0.0437030724779841	0.0283517563196705
Type 1 pili (mannose-sensitive fimbriae)	0.0565773955294001	0.0555235429700362	0.0552144557744422	0.0662647320425637	0.076386387296414	0.0848767996108605	0.0789199324638419	0.0854102154602452	0.0784691075082895	0.0810415477429929	0.0919756057628719	0.1015078855216935	0.0896501504645714	0.0943921420899493	0.0794060899453044	0.0728748146224899	0.0649414782854127	0.060236333835793	0.0534904568360038	0.0488271906340682	0.1051606205433248	0.0857179332859149	0.1037815049072594	0.131371932032725	0.1190289751051972	0.1311433707315169	0.1078322428992081	0.0752470620361165	0.1822693695843715
Type 4 conjugative transfer system, IncI1 type	0.0084946738932327	0.0106190319394138	0.0125341314039769	0.017507356456511	0.0079975009518393	0.0081306388631811	0.0063164334435988	0.0033031575039873	0.0034183551385275	0.0025242449296997	0.0036298697443928	0.0212464866418306	0.0046197754410465	0.0051197564936027	0.002987783413282	0.0040926073429296	0.0022315239118118	0.0015445213804049	0.0012532746150967	0.0014403301071996	0.0030778718207802	0.0136100016414072	0.087723930420051	0.1864518123502589	0.1099488712554146	0.0752556741670203	0.0563050819914146	0.0302958155433157	0.0009048432867979
Type 4 secretion and conjugative transfer	0.1620194766982194	0.0851525628361321	0.1125661416472548	0.063081576323198	0.0859325021552619	0.1114997320817019	0.1142359713866353	0.0476219771011373	0.0361591679122688	0.03748725145598	0.0403129804772245	0.2043300091279131	0.039785607076991	0.0396376936952085	0.0297246144706011	0.0243649490917785	0.0194707348725062	0.0154574719102432	0.0108327023443778	0.0083847788383408	0.0706293018573338	0.2364538308621035	0.1245247339134576	0.077204069277452	0.0614376690006195	0.0583367982099235	0.0558568538658054	0.0569782475063219	0.1508449162699494
Type I Restriction-Modification	0.2538097447529709	0.0928685105915925	0.0824360180800024	0.0717536351740339	0.0978725508222957	0.1121321151043938	0.1157066515829289	0.1131549907913562	0.1188601197172595	0.1136057835027456	0.1093750334786163	0.2326816439487676	0.1078136937969921	0.1153202695111674	0.1147998319180305	0.1123120004341977	0.1265976574784358	0.1266936565648839	0.1224959892311218	0.1159465736295721	0.067514458603271	0.2157766591891448	0.1274787009625803	0.1316755545250792	0.1357732509613724	0.1385870337653227	0.0711967462071317	0.0605406852084756	0.0106601849725889
Type III secretion system	0.0016308340174771	0.0003704313467237	0.0002249715893021	0.0003519835651221	0.0003132924162045	0.0004949084525414	0.0008693967380234	0.0009437592868535	0.0006505078808392	0.0002103537441416		0.0031264018720763										0.0023937188816545	0.0031103318218138	0.0003346747927086	0.0004157095269739	0.0004336114388624	0.0002861030588994	0.0005434227003285	
Type III secretion system orphans	0.02024205519495	0.0864751399407309	0.0869354498660454	0.0865573497535197	0.091800374173677	0.0911338564751347	0.1007080792861436	0.0959488608301097	0.1000761731973406	0.1001948097095745	0.0983656889587302	0.0363706304223969	0.0998553101478668	0.0993502220627014	0.1003588787538338	0.1008189615338916	0.101059106043256	0.1019200239474362	0.0990783209601476	0.0941667247942745	0.0954417550191493	0.0336146522952344	0.058644273714469	0.0777963631545824	0.0749032984056708	0.0794713409337388	0.0863888186346933	0.0843324103072342	0.0915305537301599
Type III secretion systems, extended	0.027276146973629	0.0059680605861047	0.0050457913600625	0.0077181323772439	0.0100880158017859	0.0101102726733469	0.0149216868709737	0.0204481178818266	0.0135756317877096	0.0054655069311189	0.0030627025968315	0.0487085024898459	0.0030672279567604	0.0037724521531809	0.0026430391732879	0.0035645289761	0.0030580142495199	0.0031993657165531	0.0027850547002149	0.0025514419041822	0.001580528772833	0.0370798453429629	0.0395182775551151	0.0041851600366555	0.0097679141580486	0.0074035138265037	0.0071048926293367	0.0119411477744066	0.0001131054108497
Type IV pilus	0.1215142875012908	0.0135481835144331	0.0172103265816145	0.0155382889762624	0.0172026017625033	0.018346963347787	0.0199251538122514	0.026930845364142	0.0202677847579115	0.0109051809462907	0.0065224221969559	0.1634851916647423	0.0080404288413843	0.0080164608255095	0.0082451330731918	0.0070300432584195	0.007486624975739	0.0083171250524187	0.0087845267002613	0.0085699641378379	0.0044365719939174	0.1902618956429755	0.1190984671781859	0.0184140141101652	0.0182861802834967	0.0127224808098833	0.0153613500707437	0.0205113766108379	0.000457134368851
Type VI secretion systems	0.2706906689591548	0.4525710679398527	0.493748360921279	0.2790831776953833	0.3546185340147842	0.3427771292905911	0.3503077427882063	0.2814368840004496	0.2293104055240624	0.1885175493331202	0.195407987906485	0.4167619497043493	0.199489729393499	0.207920496828356	0.1826506056709413	0.188441097992276	0.1688258037997348	0.1700046102737403	0.2616175945830694	0.3257580886023833	0.3418133785567884	0.4122394266017407	0.5055878802552762	0.6497990571141493	0.4838072825053071	0.4309503494024932	0.2741124797009868	0.1800234871819616	0.3201165890575048
UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	0.2209932424331552	0.1550557018988034	0.1461265463047235	0.1594373323359443	0.1540578431218412	0.1529231767749357	0.1478128225491466	0.1582055151195485	0.1529883991910919	0.1563858303946557	0.1584387728569944	0.1847624298003968	0.1591115035816521	0.1623420891947815	0.1571337861740457	0.1580091152193662	0.1587171382276172	0.1612443546824188	0.1599131991285099	0.1618742425835492	0.1663857762023011	0.182359203735113	0.174954518506864	0.1807651010786884	0.1895716065454957	0.1742885118824793	0.1554355003541962	0.1555383320749707	0.1692782706031873
UDP-glucose and UDP-galactose biosynthesis in plants	2.1505503527171406e-05							1.0486214298372648e-05				3.3547084171311545e-05	7.573402362371398e-06						6.962636750537429e-06			2.735678721890901e-05		1.656122685568547e-05				1.6981959385266657e-05	
Ubiquinone Biosynthesis	0.1418977072462119	0.2745554823839316	0.2827538840605191	0.2493283058694155	0.250138958070907	0.2320672868105247	0.2326223476091151	0.2350129568829009	0.2381641154002683	0.2323267303908118	0.2346350683624565	0.2079523842272153	0.2382005143987116	0.2298692821376849	0.2457281309348107	0.2430767773556644	0.2523547874023167	0.2516568665256793	0.2708305997385965	0.2856827813509894	0.2651455633109296	0.2039683516710654	0.2103266563166275	0.1690370908391179	0.1704832088527448	0.1740518801021086	0.1988188997329132	0.2073780947484759	0.2121216576879821
Ubiquinone Menaquinone-cytochrome c reductase complexes	0.0483873829361356	0.0134727252771375	0.017762042622046	0.0068356228588941	0.0111873873713763	0.0113121932009476	0.012005954953657	0.0059771421500724	0.0042006652697328	0.0014614049592998	0.0004915448612198	0.0525105053625945	0.0008709412716727	0.0003952092731903	0.0004213540711038	0.0006380946932524	0.0006611922701664	0.0003861303451012	0.0005570109400429	0.0004938274653255	0.0006654857990876	0.056218197734858	0.0361445105068146	0.009688317710576	0.0082638015059065	0.0069939919120224	0.0092125184965627	0.0080494487486163	0.0005089743488238
Ubiquinone biosynthesis -- gjo	0.0945403483227632	0.1445519152672593	0.1422098470503357	0.1611926612798919	0.1587655295795726	0.169112574940334	0.1647770707360224	0.1765426998063662	0.1745571997106813	0.1696885519686183	0.1759483480338556	0.1281839411119809	0.1801554342260433	0.1733157333470339	0.1735115088304413	0.1654074512276669	0.1703406753159406	0.1642921735912956	0.1641026618685259	0.1672240074640322	0.1962155609558498	0.1340927664312246	0.1583122261560171	0.1817764695722943	0.1598342064505124	0.1745886750037375	0.1742994000358581	0.1602907603644281	0.2481315928672712
Universal GTPases	0.6455987574666235	0.4377236307759853	0.4202469288164182	0.4540679811875495	0.4286933929021838	0.4156219300736103	0.4219249116316093	0.429254347438806	0.4240827905692366	0.421929859689729	0.4128418669752481	0.5453509851700318	0.4267562643442712	0.4291273391737562	0.4170340062467284	0.4117244713401176	0.4213661251639715	0.4244136365547506	0.4286170172644373	0.4335325035523011	0.4540366211905713	0.5516691548315992	0.5087209062805855	0.4719015127497781	0.4969889097192355	0.4741320836881082	0.4425855602096802	0.4560905481956009	0.4688304108780256
Universal stress protein family	0.0444626285424268	0.0882449785972999	0.0915955756444471	0.0890671456091733	0.0989092639086452	0.0938205023603598	0.0990047713912406	0.1030270554815112	0.1032649373191014	0.1025197721448243	0.1025438202790991	0.0738594969838375	0.0986056987580756	0.1128502115537275	0.0977924494116556	0.1037673990820238	0.0989308934236577	0.0937745123817291	0.0969547167512337	0.0981893610222393	0.1034275846082008	0.0667163648301143	0.0841675548624814	0.0933121625650028	0.0927939247756227	0.0986706918655939	0.0913026386712916	0.0866674297227083	0.1152544136558949
Unknown carbohydrate utilization ( cluster Ydj )	0.0951018169103867	0.2345310613544067	0.2602105281853342	0.2216869740050153	0.2471749907746593	0.2399038100831298	0.226171881494286	0.2300631724503382	0.2276895182748787	0.2299112245012278	0.2301406738374238	0.1783046160974192	0.231373014798071	0.2382258624589094	0.2256814920572	0.2217918354770123	0.220087489512182	0.2196645457613086	0.2168767525027685	0.214094264311172	0.2125690255676104	0.1513846442445227	0.1786531847549484	0.2156217518308042	0.2132618667109861	0.2219496139046476	0.2281903501961386	0.215147712522139	0.2131471467463532
Unknown carbohydrate utilization ( cluster Yeg )	0.0880032086211263	0.0607178136318735	0.06307054572938	0.0883815428388485	0.0656151395150879	0.0629185088405316	0.0600040791808043	0.0368721510266528	0.0292611851179993	0.0286409931704334	0.0352683437925256	0.0863977196928652	0.0355257428123959	0.0334885966855235	0.0270889510310529	0.0245006358943667	0.0167570915970313	0.0162531925292141	0.0138894603641717	0.0142873304199	0.0493907276919661	0.0781275646988017	0.0952207899676978	0.1268300155675533	0.1375665966662215	0.1139589291240781	0.1221474094512428	0.1198659318387363	0.1032822059174489
Unknown carbohydrate utilization containing Fructose-bisphosphate aldolase	0.0016666765233557	0.0002469542311491	0.0001928327908304	0.0001836435991941								0.0024042076989439										0.0023937188816545	0.0008262286648899	0.000786658275645	0.0002116339410049	0.0003372533413374	0.0008869194825883	0.0001698195938526	
Unknown sugar utilization (cluster yphABCDEFG)	0.0449465023717882	0.0550040244393224	0.0739385280526115	0.0318704500636541	0.0758129760519397	0.0908502751929933	0.0918822867470218	0.07438814501909	0.0806952966128385	0.088051695539486	0.0846536879497609	0.0408218314980904	0.0801704358116904	0.080891063868143	0.0908797569010319	0.090153734369736	0.0961239777916369	0.095027369868291	0.0678522534691495	0.0489862376412266	0.025799453962728	0.0447427854072817	0.0307595191119534	0.0573740702711256	0.0388781627432757	0.035856898261338	0.0256516823686383	0.028591334960718	0.01577820481354
Unsaturated Fatty Acid Metabolism	0.0173477728452516	0.0596855057465857	0.0606347406576491	0.0613930754528294	0.0635163348387318	0.0604507107710225	0.0636883381842122	0.0570284026105081	0.0616213785631038	0.0642981277926305	0.0632259030529851	0.0295163088217835	0.0626553888607621	0.0671819836307912	0.0614844967876859	0.0660163968332901	0.062497133111641	0.0620646303745819	0.0611760473691386	0.0631615616223631	0.0600466912230926	0.0268578515282022	0.0412247632104924	0.0491672265938603	0.0477665723124814	0.0515146449051539	0.0520195306482043	0.0536103475833483	0.0571210601143948
Unspecified monosaccharide transport cluster	0.0572729961613444	0.0246217288364143	0.026402022944531	0.0250809059366116	0.0228583029342039	0.0209366475770039	0.0224785948439855	0.0202717247770218	0.0203643587570277	0.0211340666971305	0.0201681936876889	0.0477128729560473	0.0198285197779674	0.0194277436447846	0.0216392676165812	0.0213230500549139	0.0228754814970362	0.0238615419587358	0.0232731106698679	0.0234456346960119	0.0140282821957672	0.0458214787255385	0.0419461581846767	0.0229860956671099	0.0257264810121596	0.0211723976907002	0.0231742796510807	0.0257849219317493	0.0058091746908223
Uptake of selenate and selenite	0.0359294239553746	0.1068763033695532	0.098055474137266	0.1237043689016297	0.10728271575993	0.1050266437500486	0.1061965158363868	0.1067671385812641	0.1022105193161725	0.1031065483784827	0.1043442608797468	0.0572909648570064	0.1061708966012211	0.1086376399826755	0.1047684129494619	0.1058870469711038	0.1056495711272764	0.102738252535865	0.1036939689060247	0.105519612460666	0.112725900078786	0.0542884043697908	0.0795753998916802	0.1014299239287646	0.1053939905577862	0.1141634679793209	0.125552512690578	0.1231741138785289	0.1193591975246504
Uracil-DNA glycosylase	0.0476346903126846	0.0258890352321369	0.0232684900935367	0.0226493772339478	0.0217367974588453	0.0244272671932963	0.0230656277434789	0.0246688191369216	0.0266580680579202	0.0271909892427309	0.0271484007966051	0.0280677270899973	0.0254655654434738	0.0257065668152473	0.0271390326706455	0.0288022742574998	0.0293610692470797	0.0284265482631673	0.0293649204953916	0.0268724445714678	0.0231949529556997	0.0317338731739344	0.0243018996433925	0.0186106786790765	0.0197273066436731	0.01968114141948	0.0183249009225107	0.0194443434961303	0.0125829769570346
Urea decomposition	0.1051436069680801	0.3509603775655801	0.3401656133711114	0.3667791177639066	0.3513204193060127	0.3447414445057973	0.3478343977824824	0.3712294631862223	0.3812962572752716	0.4001267731898028	0.3858828820006227	0.1443496419820565	0.382834227184147	0.3676506120085056	0.4120395924714497	0.4054673713579096	0.4261687227680045	0.4326670194549628	0.4227505813594465	0.4337656998553702	0.3242782898937478	0.1395652094618008	0.2063332462799653	0.2256977796915195	0.2322168534386586	0.2350591550390547	0.3271044882703468	0.3678303724155014	0.2155789130796228
Urease subunits	0.0206004802537362	0.0638788277905828	0.0571106448842746	0.0770078825954227	0.0706445917412473	0.07213879872521	0.076613369689494	0.080874927776199	0.0803058356424237	0.0811965452386762	0.0838840211243294	0.02587784798437	0.084462369846347	0.0772274847929759	0.0844942595615134	0.0807519835943654	0.0816090334291924	0.0831835086303809	0.08278575096389	0.0841735773362274	0.0874651682884185	0.0238687968484981	0.0487594655569817	0.0693846400141322	0.0621447951050883	0.0706786645345831	0.0743963320824907	0.0761131419647651	0.0911912374976106
Utilization of glutathione as a sulphur source	0.0159364741762809	0.0795112266177461	0.0767551028453794	0.130623068626826	0.0919780964170512	0.0890434574398762	0.0847277392443794	0.0846844196277364	0.0782516641643675	0.078841532268549	0.0854773106763201	0.0280211339175371	0.084984393652039	0.081980902820683	0.0739620494231544	0.069294359473422	0.0616128868420003	0.062099565977234	0.0572345318600725	0.0591608242909261	0.1130491360383429	0.0300605496890445	0.0639411179161219	0.138559701645555	0.1315119223764713	0.1482735462310436	0.1571160152263503	0.1695590420758126	0.1986715392477661
V-Type ATP synthase	0.08798439130554	0.0018933157721435	0.0005784983724912	0.0016527923927475	0.0001367094179801	0.0003535060375296	0.0002838846491505	5.243107149186323e-05	0.0001020404518963	0.0004871349864332	0.0004537337180491	0.0467422706120274	0.0003786701181185	0.000377245215318	0.0001915245777744	0.0002200326528456		0.0003309688672296	0.0001740659187634	0.0002674898770513	8.318572488595237e-05	0.0364529189691962	0.0179974157004281	0.0139942366930542	0.0093118934042166	0.0024089524381248	0.0012588534591576	0.0016642320197561	
VC0266	0.0084946738932327	8.231807704972011e-05	0.0003856655816608	0.0002448581322588	0.0003417735449503	0.0004949084525414	0.0006387404605886	0.0012059146443128	0.0007653033892225	0.0001328549962999		0.0083308592358756				4.400653056913647e-05	4.132451688540424e-05	7.354863716214053e-05				0.0099168353668545	0.0065379833482593	0.0028982146997449	0.0040815117193806	0.0005299695363874	0.0004577648942391	0.0012566649945097	5.655270542487483e-05
Valine degradation	0.0491419830561716	0.0222393718216076	0.0244153350593194	0.0234504734277935	0.0214635963806992	0.0242457574013714	0.0231733218934279	0.0248929657504548	0.0215453048956959	0.019157361364375	0.0179688796275484	0.0666145414050916	0.0188469957667679	0.0182450826165893	0.0188990518296918	0.0197143002053249	0.0192607565345614	0.0192878760451937	0.0183669547432502	0.0192309670726013	0.0185861692059165	0.0837461378264831	0.0544818174014292	0.0255312401854417	0.0215411907877255	0.0230514544600267	0.0235532787916826	0.0255436715117636	0.0178145816419443
Vanillate and syringate utilization	0.0001075275176358	0.0001234771155745	3.2138798471735856e-05		6.835470899007967e-05							0.0002795590347609	3.786701181185699e-05			2.2003265284568234e-05						0.0005471357443781	0.0011974328476665	0.0001656122685568	3.0233420143560388e-05		2.861030588994646e-05	3.3963918770533313e-05	5.655270542487483e-05
Vibrio Core Oligosaccharide Biosynthesis	0.0527960111592058	0.0052134782131489	0.0070812485966057	0.0047441263125161	0.0073595236679319	0.0086255473157226	0.0088359097048096	0.0142525129338714	0.0088179957180425	0.0023618666008886	1.890557158537964e-05	0.080000477114086	1.893350590592849e-05		1.2768305184966135e-05			3.677431858107027e-05	4.6417578336916185e-05	2.057614438856649e-05	6.470000824462963e-05	0.086960387372107	0.0430417237093739	0.0068867101674892	0.0057090775037756	0.0045850394738976	0.0045418860600289	0.0064474839132729	2.827635271243741e-05
Vibrio Polysaccharide (VPS) Biosynthesis	0.0017715158530507	0.0005419273405773	0.0003267444511293	0.0005203235310501	0.000330381093452	0.0003004801319001	0.0003430272843902	0.0004631411315114	0.0003316314686631	0.0002361866600888	0.0003087910025612	0.0028589570621551	0.0003502698592596	0.0002532932159992	0.0002745185614767	0.0001650244896342	0.0002479471013124	0.0002390330707769	0.0004032527118019	0.0005949935085693	0.000517600065957	0.0029226167678867	0.0010459575924367	0.0004312819493668	0.0004257873336884	0.0005942082680707	0.0003933917059867	0.0004330399643242	3.7701803616583214e-05
Vibrio pathogenicity island	0.0079906386543146	0.0037043134672374	0.0019926055052476	0.0036116574508187	0.0035544448674841	0.0039592676203316	0.0046131255486957	0.003434235182717	0.0018367281341342	0.0005757049839666		0.0121328621086243							5.802197292114523e-06	2.057614438856649e-05	6.932143740496031e-06	0.0151374222611296	0.0051010639310594	0.0019873472226822	0.0037187106776579	0.0030352800720373	0.0036192036950782	0.0038549047804555	5.655270542487483e-05
Vibrioferrin synthesis	0.0001075275176358	0.0002469542311491	0.0007713311633216	0.0001224290661294	0.0001367094179801		7.097116228762767e-05					0.0001677354208565			3.830491555489841e-05				3.481318375268714e-05	0.0001234568663313	5.545714992396825e-05	0.0002051759041418	0.0001077689562899	0.0001242092014176	0.0001209336805742		2.861030588994646e-05		
VieSAB signal transduction system of Vibrio	0.0009677476587227	0.0004115903852486	0.0001285551938869	6.121453306472397e-05			7.097116228762767e-05		5.102022594817264e-05			0.0013139274633763					4.132451688540424e-05		0.000104439551258	0.0002880660214399	8.318572488595237e-05	0.0015388192810636	0.0008262286648899	5.175383392401709e-05	0.0003023342014356	0.0001445371462874	2.861030588994646e-05	0.0001358556750821	
WhiB and WhiB-type regulatory proteins_	0.102342003097868	0.112700307320821	0.1128875296319722	0.115644455381441	0.1244055703619449	0.1210876013884774	0.1165878768480003	0.1205477718717087	0.1151271398520514	0.1134522621736877	0.1208255080021613	0.0981643594659533	0.1176654280367102	0.1186795483332857	0.1139379713180453	0.1161258997501896	0.1048402993382705	0.1065364267399799	0.1049211336333069	0.105406443666529	0.1348671671859304	0.1016122266601014	0.1113319177282199	0.1507092345400947	0.1379475377600303	0.1436402129963626	0.1292461031809702	0.1271909133384574	0.1865579497457578
Widespread colonization island	0.0186022605510032	0.000576226539348	0.0005142207755477	0.0012855051943592	0.0002734188359603	0.0002121036225177	0.0001419423245752			0.0002214249938333	7.562228634151855e-05	0.0200164268888825	3.786701181185699e-05	0.0001616765208506		0.0001320195917074		3.677431858107027e-05		2.057614438856649e-05	2.7728574961984124e-05	0.0136100016414072	0.0109205875707188	0.0066244907422741	0.0071350871538802	0.0048660839250122	0.0030899130361142	0.0018680155323793	0.0001696581162746
Wyeosine-MimG Biosynthesis	8.064563822689276e-05									1.4761666255554263e-05												8.207036165672703e-05	1.796149271499817e-05		1.5116710071780194e-05	9.635809752499408e-05	1.430515294497323e-05	1.6981959385266657e-05	
Xanthan Exopolysaccharide Biosynthesis and Export	5.376375881792852e-05										3.781114317075927e-05	5.59118069521859e-05											1.796149271499817e-05						
Xanthine Metabolism in Bacteria	0.0724484571324526	0.0560723301503677	0.0538860521042771	0.0547768046707504	0.0554242765394562	0.0543692285720548	0.0581608674947109	0.0585043372730039	0.0584691789366056	0.0548248284731283	0.0550435716708327	0.0792270304512473	0.0549071671271924	0.0580777991011143	0.056289073407923	0.0519203716498193	0.0535152493665982	0.0539111510398488	0.0545986765187975	0.0541907056046883	0.0569637358302364	0.0811379511590158	0.0773242261380673	0.06476819802811	0.069715243509036	0.0611729382137424	0.0562478613796349	0.0585877598791701	0.0567883416974782
Xanthosine utilization (xap region)	0.0269490841074866	0.0595571287454725	0.0645347073312456	0.0718505581847197	0.0599641684615473	0.0572326274760446	0.0579124684267041	0.057883902927017	0.0485457449896862	0.048779926141479	0.0521982831472331	0.0400747876329792	0.051366601522784	0.0579071405513277	0.045410477390332	0.0466909289338537	0.0415931262451593	0.0385210987136711	0.0370760406966118	0.0345473464284031	0.0703058018161107	0.0382482081304371	0.0401618977107359	0.0376250372627604	0.0495525756152954	0.0584532309110995	0.0802805183271897	0.0883571346815424	0.1113522769815785
Xylose utilization	0.6627503352618396	0.7143219734387005	0.7062897342678439	0.6022817746349655	0.6798673280668307	0.652937434851783	0.6250075406859931	0.6818049151682742	0.6933818773776491	0.6948869868973977	0.6984947005792288	0.4135842953425651	0.7056359871923668	0.6981461631197535	0.6994605263376301	0.6775318790641868	0.7161779835922387	0.6977559207572274	0.7560495159516907	0.7822604280071224	0.8430850110045469	0.428697953712316	0.4538432146090639	0.5711104578627184	0.5587866683516761	0.6106734579853802	0.5279613015367659	0.5288901055519346	0.8484696649403012
YcfH	0.055618608497147	0.0570052683569311	0.054507402208064	0.057327410215114	0.057554664969647	0.0565963166084913	0.0580898963324232	0.0614754313242096	0.0558416373002749	0.0592754708491781	0.0585694607715061	0.0581482792302733	0.0580122620957649	0.056505944037289	0.0584533011367749	0.0542820554570298	0.0570898200771859	0.0567059992520103	0.0575113795594391	0.056882751162192	0.0581606859827617	0.0593642282650325	0.0610331522455637	0.0615870623695803	0.0640192671539891	0.0612114814527524	0.0597383186982082	0.05891041710749	0.0626603976107613
YebC	0.20065492450813	0.1124699147027925	0.1061153491473362	0.1188950199616219	0.1100261808300389	0.1120226124008638	0.1091653916359403	0.108664519189847	0.1059384578971498	0.1047622274097529	0.1059479484961095	0.1728721628097148	0.1065291455808268	0.102776673629792	0.1010523801297373	0.1034958159219399	0.0998603014867518	0.1012158978974937	0.0997594574779755	0.0972205920526878	0.1030868862484597	0.1641802386727703	0.152115710741484	0.1497779776954449	0.1504745634382914	0.1504939121068696	0.1353367264066204	0.1310310195543057	0.118090464508303
YgfZ	0.4218036924229862	0.3963144613720625	0.3973497121577783	0.3899446660127359	0.4223589094887377	0.4244100315523266	0.420627415421708	0.4172803315916814	0.4126942894277836	0.4000684186958161	0.4048800023642185	0.4338767561994467	0.4098379255866586	0.4036072777210823	0.3961193085326898	0.395179926309489	0.3897297577485415	0.391559217428099	0.3852482832327403	0.387011400349344	0.4231275285655436	0.4486017266084202	0.4126672451570849	0.430150845267463	0.4077215227887101	0.4325334871770595	0.4001699076198149	0.3763976028424659	0.4740571379137864
YgfZ-Fe-S	0.1050114298127187	0.1389243658275382	0.1405827854990906	0.1341377316895315	0.1492471768741304	0.1482986103958157	0.1480177759121335	0.1490741213393693	0.1476814850930802	0.1481280566458336	0.1503746002280437	0.1234491002252146	0.1486955830707785	0.146878265988182	0.1460138537195824	0.141654918302804	0.141606552482166	0.143162645960219	0.141669049171449	0.1385103002770558	0.1514513931422334	0.1284981700845838	0.1309692511448084	0.1511537360177536	0.1385943419396516	0.1444955529030907	0.1363188256273527	0.1277051260341848	0.1709241283061423
YgjD and YeaZ	0.0083404729399947	0.005788551394824	0.006390085880583	0.0061855311766703	0.0055356513646128	0.0057960120456452	0.0054828704857838	0.0053775213506472	0.0050308482752856	0.005945582198593	0.0054868156338518	0.0074543808409757	0.005992778373981	0.005293339063199	0.0054776775443158	0.0056024949023069	0.0056628884746168	0.005780640307717	0.0061684892536335	0.0066038638084053	0.0056653980039372	0.0074304178112926	0.0063189760504481	0.0050606610725934	0.0049786254548743	0.0053550484596389	0.005861174622211	0.0057719700701175	0.003584892726038
YjbEFGH Locus Involved in Exopolysaccharide Production	0.017231284701146	0.0456042146855449	0.0536075158508554	0.0789667476534939	0.0562559254988355	0.0517532838943356	0.0420149280742755	0.0314586428951179	0.0209693128646989	0.022718204367298	0.0292280136709969	0.0407876631716196	0.0292333331187535	0.0271616555029029	0.0191907626930041	0.0144781485572458	0.0050002665431339	0.0023167820706074	0.0003133186537741	0.0004526751765484	0.0629993223136279	0.0366238988893144	0.0496455658642549	0.1045841475936537	0.101161023800353	0.1150515684448429	0.1168158789486513	0.1129639938307937	0.1634373186778882
