Subsystem 3	FAME000001_good_out_R1.fastq	FAME000002_good_out_R1.fastq	FAME000003_good_out_R1.fastq	FAME000004_good_out_R1.fastq	FAME000005_good_out_R1.fastq	FAME000006_good_out_R1.fastq	FAME000007_good_out_R1.fastq	FAME000008_good_out_R1.fastq	FAME000009_good_out_R1.fastq	FAME000010_good_out_R1.fastq	FAME000011_good_out_R1.fastq	FAME000012_good_out_R1.fastq	FAME000013_good_out_R1.fastq	FAME000014_good_out_R1.fastq	FAME000015_good_out_R1.fastq	FAME000016_good_out_R1.fastq	FAME000017_good_out_R1.fastq	FAME000018_good_out_R1.fastq	FAME000019_good_out_R1.fastq	FAME000020_good_out_R1.fastq	FAME000022_good_out_R1.fastq	FAME000023_good_out_R1.fastq
Terminal cytochrome C oxidases	5814.0	1134.0	2574.0	183.0	6577.0	6762.0	5788.0	6568.0	51.0	9177.0	2852.0	166.0	12284.0	9742.0	1732.0	10263.0	1898.0	11520.0	2757.0	9913.0	9937.0	4163.0
Terminal cytochrome O ubiquinol oxidase	4373.0	2282.0	6048.0	3817.0	7921.0	4656.0	4319.0	6499.0	4129.0	7782.0	3837.0	3388.0	8232.0	8763.0	4540.0	7892.0	4150.0	8513.0	5747.0	7126.0	6755.0	2505.0
Terminal cytochrome d ubiquinol oxidases	15942.0	5712.0	18269.0	11733.0	26210.0	13952.0	13250.0	19181.0	12086.0	23581.0	9957.0	10094.0	23901.0	26959.0	16740.0	23830.0	12631.0	25993.0	14220.0	22211.0	19988.0	7833.0
Terminal cytochrome oxidases	20901.0	8190.0	25244.0	15895.0	35384.0	23425.0	18150.0	26527.0	16661.0	32488.0	14221.0	13503.0	33195.0	36915.0	21794.0	32762.0	17230.0	35673.0	20530.0	30289.0	27671.0	10579.0
Test - DHFR	19219.0	7765.0	19990.0	12439.0	29378.0	19145.0	14325.0	22462.0	12877.0	27393.0	11541.0	13241.0	28863.0	32187.0	14491.0	27471.0	13259.0	30540.0	18984.0	26083.0	24520.0	8888.0
Test - Riboflavin	17951.0	6471.0	19956.0	10583.0	29504.0	12975.0	12861.0	20716.0	10657.0	25542.0	9311.0	4622.0	27185.0	30139.0	13055.0	25638.0	11459.0	27554.0	18437.0	24744.0	22229.0	7427.0
Test - Thiamin	24706.0	10036.0	26624.0	17604.0	40227.0	20404.0	18857.0	28319.0	18249.0	34777.0	12421.0	24992.0	37488.0	41801.0	20243.0	34184.0	18946.0	38065.0	28287.0	33078.0	30863.0	12946.0
Test Pyridoxin B6	24959.0	10049.0	28668.0	15635.0	42949.0	21051.0	18721.0	31163.0	14702.0	38476.0	13787.0	14562.0	39864.0	42672.0	16899.0	36936.0	16554.0	41146.0	19531.0	34300.0	33317.0	10037.0
Test Q	31095.0	12108.0	33396.0	20266.0	49932.0	27157.0	23506.0	37703.0	21261.0	46435.0	16116.0	22156.0	49367.0	53333.0	23254.0	46776.0	20976.0	50858.0	27080.0	44493.0	42273.0	13826.0
Tetrathionate respiration	2810.0	10.0	3130.0	4265.0	3451.0	9.0	3852.0	3168.0	5.0	3823.0	19.0	158.0	4321.0	4630.0	4823.0	5901.0	21.0	6264.0	16.0	5405.0	4534.0	2627.0
The Chv regulatory system of Alphaproteobacteria	322.0	67.0	323.0	231.0	473.0	389.0	238.0	332.0	239.0	406.0	250.0	123.0	445.0	488.0	239.0	467.0	281.0	505.0	334.0	431.0	420.0	136.0
The fimbrial Sfm cluster	4083.0	4547.0	9663.0	67.0	9809.0	9761.0	1763.0	6856.0	56.0	7713.0	9025.0	84.0	7280.0	9366.0	189.0	8434.0	78.0	8478.0	12186.0	7859.0	5683.0	52.0
The fimbrial Stf cluster	910.0	6.0	3603.0	5.0	2966.0	205.0	214.0	1433.0	2.0	1495.0	146.0	99.0	1155.0	1891.0	14.0	1828.0	11.0	1806.0	1641.0	1979.0	1272.0	3.0
The mdtABCD multidrug resistance cluster	11061.0	8303.0	21034.0	12804.0	25981.0	13849.0	12934.0	16336.0	12685.0	20693.0	11793.0	3223.0	19583.0	24292.0	15314.0	21952.0	13531.0	23767.0	19854.0	18674.0	16196.0	8829.0
The usher protein HtrE fimbrial cluster	1737.0	2198.0	5529.0	125.0	4868.0	4196.0	660.0	3314.0	120.0	3379.0	188.0	621.0	2947.0	4276.0	1966.0	3819.0	119.0	3644.0	223.0	3771.0	2698.0	65.0
ThiD ThiE fusions	7818.0	2244.0	6739.0	4986.0	11823.0	4972.0	5531.0	7957.0	5247.0	10315.0	2778.0	7050.0	11330.0	12217.0	5515.0	9743.0	5341.0	11329.0	8134.0	9762.0	9439.0	3193.0
Thiamin Copy RZ	16649.0	6975.0	19923.0	12566.0	27563.0	14120.0	13259.0	20043.0	12936.0	24601.0	8892.0	13838.0	26663.0	29725.0	13815.0	24450.0	13687.0	27229.0	20119.0	23373.0	22135.0	8332.0
Thiamin biosynthesis	26280.0	11367.0	32569.0	18911.0	46170.0	28994.0	20886.0	32346.0	19464.0	40373.0	17016.0	17034.0	42030.0	48148.0	20323.0	41298.0	20219.0	45398.0	24969.0	38646.0	35602.0	13683.0
Thiamin biosynthesis LDP	20609.0	9522.0	24554.0	16901.0	34756.0	18482.0	17405.0	25115.0	17601.0	30792.0	11297.0	21604.0	33098.0	37324.0	19214.0	31965.0	18012.0	35353.0	27144.0	30326.0	28135.0	12442.0
Thiamin biosynthesis in plants	1614.0	846.0	3640.0	1716.0	3921.0	1748.0	1634.0	2344.0	1817.0	2755.0	1110.0	644.0	2424.0	3615.0	1962.0	3221.0	1910.0	3307.0	2172.0	3004.0	2443.0	1211.0
Thioredoxin-disulfide reductase	9305.0	3478.0	8619.0	5618.0	13918.0	9128.0	6668.0	10920.0	5629.0	13150.0	5062.0	3093.0	14281.0	15249.0	6862.0	12294.0	6037.0	13924.0	10484.0	11711.0	11924.0	3670.0
Threonine anaerobic catabolism gene cluster	20699.0	14327.0	35174.0	22562.0	39448.0	21292.0	21737.0	28398.0	24350.0	33562.0	15375.0	5083.0	33178.0	42452.0	12422.0	39856.0	25357.0	40681.0	26446.0	36296.0	30000.0	15181.0
Threonine and Homoserine Biosynthesis	28528.0	16291.0	33873.0	21716.0	48369.0	32129.0	23360.0	35410.0	21726.0	43858.0	19831.0	10968.0	45513.0	51851.0	23619.0	43770.0	23320.0	47983.0	38675.0	41155.0	38707.0	18851.0
Threonine degradation	12550.0	6038.0	17730.0	11250.0	23534.0	17621.0	12424.0	15883.0	11661.0	20143.0	8420.0	4837.0	20349.0	23791.0	11853.0	20664.0	11992.0	21969.0	10848.0	18946.0	17145.0	8387.0
Threonylcarbamoyladenosine	3777.0	2020.0	4142.0	2361.0	5981.0	3238.0	2764.0	4423.0	2644.0	5532.0	2559.0	2868.0	5718.0	6490.0	2891.0	5620.0	2790.0	6071.0	4736.0	5504.0	4787.0	1850.0
Tn552	2114.0	690.0	1975.0	661.0	3478.0	1915.0	1155.0	2242.0	658.0	2911.0	1890.0	874.0	2920.0	3085.0	809.0	2646.0	696.0	3006.0	229.0	2604.0	2500.0	412.0
Tolerance to colicin E2	5292.0	5843.0	6788.0	943.0	9254.0	6205.0	2809.0	7039.0	1035.0	8542.0	942.0	438.0	8726.0	10044.0	6529.0	9188.0	1047.0	10098.0	8756.0	8845.0	7698.0	6064.0
Toluene 4-monooxygenase (T4MO)	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Toluene degradation	29.0	0.0	19.0	2.0	55.0	0.0	19.0	32.0	0.0	93.0	0.0	1.0	94.0	55.0	0.0	14.0	0.0	27.0	1.0	8.0	45.0	0.0
Ton and Tol transport systems	33431.0	15967.0	43906.0	24076.0	58116.0	26864.0	30139.0	47893.0	24650.0	59921.0	19709.0	16141.0	65404.0	67322.0	27916.0	60786.0	26034.0	67174.0	38749.0	55599.0	55073.0	15880.0
Toxin co-regulated pilus	7.0	1.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	4.0	0.0	98.0	1.0	5.0	0.0	4.0	0.0	2.0	0.0	6.0	2.0	0.0
Toxin-antitoxin replicon stabilization systems	1336.0	457.0	1035.0	6.0	1851.0	1302.0	437.0	1420.0	6.0	1603.0	8.0	336.0	1568.0	1604.0	7.0	1727.0	7.0	1627.0	739.0	1449.0	1610.0	59.0
Toxin-antitoxin systems (other than RelBE and MazEF)	2607.0	1212.0	4113.0	115.0	5068.0	362.0	1658.0	3633.0	739.0	4268.0	224.0	2468.0	4276.0	4662.0	649.0	5115.0	969.0	4825.0	1867.0	4637.0	3957.0	780.0
Trans-envelope signaling system VreARI in Pseudomonas	10.0	1.0	0.0	0.0	38.0	0.0	21.0	14.0	0.0	91.0	0.0	164.0	156.0	41.0	0.0	8.0	0.0	36.0	0.0	9.0	69.0	0.0
Trans-translation by stalled ribosomes	714.0	247.0	827.0	328.0	1152.0	617.0	498.0	884.0	318.0	1055.0	337.0	457.0	1099.0	1179.0	404.0	962.0	407.0	996.0	472.0	918.0	880.0	243.0
Transcription factors bacterial	23161.0	9665.0	26225.0	16166.0	36588.0	24174.0	17209.0	26987.0	16440.0	32740.0	14997.0	13519.0	34826.0	39446.0	18383.0	32757.0	16969.0	36355.0	23517.0	31949.0	29894.0	10634.0
Transcription factors cyanobacterial RpoD-like sigma factors	3.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Transcription initiation, bacterial sigma factors	12995.0	6875.0	17274.0	11707.0	21916.0	18194.0	11204.0	17187.0	10187.0	20666.0	11395.0	7879.0	21908.0	24772.0	11474.0	22924.0	11167.0	24448.0	15553.0	21426.0	19171.0	6861.0
Translation elongation factor G family	7050.0	2874.0	6101.0	5049.0	10915.0	7222.0	5526.0	7573.0	5322.0	9601.0	4654.0	1489.0	10201.0	11208.0	5701.0	7861.0	5479.0	8929.0	5933.0	8096.0	7858.0	3470.0
Translation elongation factors bacterial	16286.0	7849.0	17576.0	11463.0	25725.0	17121.0	12969.0	19214.0	12181.0	23392.0	11783.0	5358.0	24579.0	27788.0	13809.0	21639.0	12906.0	23872.0	16258.0	21554.0	20201.0	8668.0
Translation initiation factors bacterial	8629.0	2833.0	7978.0	5446.0	12832.0	6934.0	5964.0	9492.0	5419.0	11520.0	4587.0	3545.0	12514.0	13799.0	6408.0	10347.0	5944.0	11726.0	8625.0	10476.0	10061.0	3506.0
Translation termination factors bacterial	14843.0	6403.0	14380.0	7968.0	22522.0	13119.0	10311.0	16845.0	8354.0	20809.0	8176.0	7042.0	22672.0	24314.0	9695.0	19018.0	8827.0	21011.0	11246.0	18918.0	18208.0	7262.0
Transport of Iron	19230.0	15790.0	27439.0	21883.0	36874.0	18197.0	22450.0	27134.0	23073.0	34016.0	16442.0	10807.0	34007.0	39834.0	23796.0	36408.0	23068.0	40185.0	26189.0	31956.0	29398.0	15421.0
Transport of Manganese	6216.0	2917.0	6189.0	1690.0	9815.0	7422.0	3151.0	6219.0	1775.0	8078.0	1582.0	4686.0	7743.0	8677.0	2217.0	6917.0	1977.0	7992.0	7548.0	7042.0	6191.0	1191.0
Transport of Molybdenum	1577.0	1150.0	3247.0	2106.0	3367.0	2273.0	1944.0	2326.0	2173.0	2833.0	1637.0	783.0	2869.0	3870.0	2616.0	3874.0	2145.0	3953.0	4419.0	3508.0	2647.0	1304.0
Transport of Nickel and Cobalt	6715.0	1138.0	10447.0	1441.0	14483.0	5713.0	3893.0	9428.0	1471.0	11726.0	2166.0	1114.0	11505.0	12708.0	1735.0	12240.0	1598.0	13618.0	8448.0	11545.0	10071.0	1030.0
Transport of Zinc	6752.0	3122.0	6613.0	3203.0	10351.0	5126.0	4340.0	7557.0	3368.0	9508.0	4972.0	4510.0	9889.0	10564.0	3825.0	7891.0	3481.0	8706.0	5064.0	7756.0	7589.0	2275.0
Transposase in enterics	3892.0	57.0	6234.0	11.0	8084.0	67.0	1521.0	5152.0	9.0	6515.0	20.0	12.0	5685.0	6289.0	634.0	5665.0	21.0	6058.0	9.0	5506.0	4860.0	15.0
Trehalose Biosynthesis	17691.0	5358.0	20472.0	16072.0	30397.0	21007.0	16262.0	20448.0	16895.0	26068.0	17521.0	10547.0	26514.0	30255.0	17191.0	23650.0	17404.0	25919.0	16177.0	22138.0	20496.0	10983.0
Trehalose Uptake and Utilization	37797.0	15433.0	43174.0	28453.0	65139.0	39271.0	31719.0	43986.0	27660.0	53648.0	25926.0	14075.0	53047.0	62305.0	35367.0	52891.0	30224.0	57753.0	37470.0	49801.0	45819.0	19789.0
Triacylglycerol metabolism	4238.0	2063.0	6245.0	4347.0	7917.0	4513.0	3216.0	5990.0	3233.0	7259.0	2815.0	3636.0	7603.0	8481.0	3569.0	6951.0	5264.0	7443.0	5211.0	6684.0	6344.0	2013.0
Tricarballylate Utilization	2069.0	5.0	3208.0	9.0	4197.0	969.0	1003.0	2636.0	5.0	3829.0	975.0	4.0	3650.0	3656.0	9.0	3015.0	9.0	3303.0	5.0	2700.0	2470.0	7.0
Tricarboxylate transport system	2801.0	12.0	4378.0	25.0	5221.0	7053.0	1501.0	3763.0	16.0	5515.0	19.0	5.0	6427.0	5491.0	23.0	5287.0	15.0	5941.0	23.0	5063.0	4644.0	18.0
Tryptophan catabolism	5.0	1.0	1.0	7.0	14.0	25.0	3.0	8.0	7.0	7.0	11.0	0.0	11.0	9.0	7.0	15.0	4.0	21.0	25.0	13.0	10.0	5.0
Tryptophan synthesis	17050.0	5789.0	15917.0	8324.0	26623.0	12796.0	11625.0	19365.0	8634.0	24305.0	8215.0	9185.0	27181.0	27859.0	10841.0	21863.0	9417.0	24006.0	13273.0	20838.0	20609.0	6593.0
Twin-arginine translocation system	3872.0	2050.0	5603.0	3447.0	6730.0	4531.0	3535.0	5206.0	3595.0	6207.0	3275.0	2209.0	6663.0	7657.0	3736.0	6903.0	3731.0	7795.0	5050.0	6630.0	6048.0	2202.0
Two cell division clusters relating to chromosome partitioning	8533.0	62.0	1561.0	1064.0	7776.0	3730.0	3040.0	7634.0	78.0	9186.0	1645.0	250.0	12263.0	10528.0	1549.0	8160.0	1341.0	9714.0	1856.0	9104.0	10161.0	947.0
Two partner secretion pathway (TPS)	4105.0	7349.0	7394.0	12136.0	9202.0	7094.0	7416.0	5485.0	11874.0	6957.0	12977.0	9557.0	6393.0	9108.0	6174.0	7418.0	14894.0	7771.0	24677.0	6268.0	5692.0	7285.0
Two-component Response Regulator of Virulence ResDE	13.0	0.0	3.0	0.0	14.0	766.0	1.0	3.0	0.0	4.0	2.0	0.0	6.0	8.0	0.0	3.0	1.0	2.0	3.0	2.0	4.0	0.0
Two-component regulatory systems in Campylobacter	4249.0	1420.0	6363.0	8826.0	6862.0	9709.0	7153.0	6423.0	9282.0	8036.0	9540.0	2711.0	9323.0	9916.0	9209.0	8701.0	9294.0	9004.0	2914.0	7570.0	6928.0	8505.0
Type 1 pili (mannose-sensitive fimbriae)	10554.0	2764.0	18040.0	1443.0	24082.0	20086.0	5099.0	15173.0	1488.0	18061.0	8250.0	2410.0	16107.0	19577.0	3053.0	16336.0	1505.0	17323.0	7294.0	15395.0	14328.0	901.0
Type 4 conjugative transfer system, IncI1 type	3070.0	1415.0	12601.0	69.0	9175.0	21.0	771.0	3874.0	68.0	4472.0	42.0	1920.0	3573.0	5521.0	81.0	3666.0	76.0	3468.0	40.0	4216.0	2959.0	41.0
Type 4 secretion and conjugative transfer	27915.0	543.0	18586.0	322.0	59025.0	8589.0	11195.0	34040.0	507.0	46608.0	594.0	12443.0	42865.0	40236.0	7689.0	33123.0	5490.0	40127.0	7724.0	28746.0	35721.0	128.0
Type I Restriction-Modification	24864.0	6921.0	12366.0	4930.0	30987.0	9187.0	7236.0	24573.0	1611.0	29491.0	219.0	5662.0	30739.0	29822.0	10089.0	25692.0	258.0	28457.0	23832.0	27661.0	28431.0	4181.0
Type III secretion system	3.0	0.0	12.0	0.0	6.0	0.0	7.0	31.0	0.0	23.0	0.0	0.0	49.0	33.0	0.0	125.0	0.0	52.0	0.0	74.0	39.0	0.0
Type III secretion system orphans	2995.0	2198.0	5942.0	3392.0	6349.0	3762.0	3425.0	4484.0	3529.0	5302.0	3414.0	1203.0	5020.0	6450.0	4355.0	5954.0	3750.0	6309.0	4778.0	5272.0	4283.0	2380.0
Type III secretion systems, extended	86.0	30.0	93.0	60.0	194.0	107.0	187.0	430.0	64.0	361.0	70.0	0.0	591.0	562.0	126.0	1283.0	69.0	852.0	1.0	1100.0	458.0	28.0
Type IV pilus	7479.0	185.0	687.0	283.0	5519.0	720.0	3402.0	9590.0	242.0	11270.0	223.0	460.0	15227.0	11813.0	435.0	14792.0	276.0	16577.0	38.0	14863.0	15623.0	199.0
Type VI secretion systems	27524.0	3315.0	40880.0	7594.0	57237.0	46674.0	25145.0	42149.0	16847.0	52512.0	59209.0	23269.0	54142.0	58567.0	14108.0	52541.0	20565.0	54942.0	46319.0	48451.0	41020.0	12865.0
UDP-D-galacturonate biosynthesis in plants	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	0.0
UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	21088.0	7815.0	21284.0	13598.0	32745.0	20287.0	14776.0	23213.0	14277.0	28363.0	10423.0	8066.0	29127.0	34191.0	15569.0	26226.0	15101.0	28928.0	17416.0	26385.0	23998.0	9204.0
Ubiquinone Biosynthesis	19147.0	8714.0	29423.0	17449.0	37196.0	21630.0	18758.0	26928.0	18373.0	33458.0	16338.0	9984.0	34563.0	39402.0	21493.0	34494.0	18692.0	37932.0	17892.0	31792.0	29803.0	12552.0
Ubiquinone Menaquinone-cytochrome c reductase complexes	1463.0	15.0	924.0	21.0	1394.0	1107.0	677.0	1607.0	7.0	2239.0	3.0	11.0	2755.0	2225.0	29.0	2947.0	15.0	3234.0	20.0	2956.0	2768.0	9.0
Ubiquinone biosynthesis -- gjo	13641.0	6840.0	17753.0	11023.0	24152.0	12235.0	11671.0	18370.0	11202.0	22169.0	9825.0	14521.0	23269.0	25903.0	13077.0	23567.0	11756.0	25609.0	18987.0	21852.0	20355.0	6969.0
Universal GTPases	47218.0	19101.0	47304.0	28325.0	72475.0	44529.0	32798.0	52636.0	29587.0	64108.0	28899.0	19824.0	69134.0	78547.0	32729.0	60656.0	31764.0	67767.0	39914.0	61642.0	57669.0	19479.0
Universal stress protein family	5514.0	1990.0	6393.0	3237.0	9177.0	4490.0	4311.0	6447.0	3328.0	7913.0	4096.0	2011.0	8108.0	9066.0	3927.0	7326.0	3390.0	8134.0	5898.0	7345.0	6491.0	2259.0
Unknown carbohydrate utilization ( cluster Ydj )	11813.0	4830.0	17908.0	6946.0	23120.0	9030.0	9400.0	15605.0	7012.0	19210.0	6342.0	7603.0	18441.0	20656.0	15996.0	19732.0	7045.0	20638.0	11798.0	18634.0	15736.0	4398.0
Unknown carbohydrate utilization ( cluster Yeg )	14614.0	3391.0	11380.0	1272.0	22864.0	5470.0	4290.0	12239.0	1298.0	15369.0	4753.0	920.0	14650.0	15589.0	1588.0	11810.0	1422.0	12730.0	6743.0	13128.0	11359.0	939.0
Unknown carbohydrate utilization containing Fructose-bisphosphate aldolase	143.0	2.0	298.0	2.0	765.0	4.0	58.0	263.0	0.0	365.0	2.0	1.0	260.0	314.0	1.0	355.0	0.0	407.0	2.0	495.0	380.0	2.0
Unknown sugar utilization (cluster yphABCDEFG)	3212.0	383.0	6075.0	463.0	7436.0	544.0	1742.0	4447.0	413.0	5720.0	432.0	7.0	4932.0	5934.0	4096.0	5655.0	484.0	6362.0	679.0	5306.0	5118.0	426.0
Unsaturated Fatty Acid Metabolism	5091.0	1981.0	7145.0	3329.0	9354.0	4498.0	3729.0	6237.0	3434.0	7485.0	3473.0	844.0	7466.0	8846.0	3996.0	6836.0	3616.0	7456.0	4949.0	6683.0	5997.0	2277.0
Unspecified monosaccharide transport cluster	5314.0	1927.0	7222.0	3190.0	9957.0	8819.0	3941.0	6691.0	3308.0	8529.0	3329.0	1605.0	8632.0	9630.0	3738.0	8186.0	4588.0	8938.0	1793.0	7639.0	6919.0	1808.0
Uptake of selenate and selenite	6112.0	3989.0	9851.0	5347.0	11987.0	8254.0	5846.0	8407.0	5508.0	10115.0	4100.0	2172.0	9985.0	12127.0	6020.0	10941.0	5864.0	11554.0	7579.0	10044.0	8295.0	3724.0
Uracil-DNA glycosylase	2155.0	729.0	2358.0	1337.0	3416.0	2326.0	1612.0	2474.0	1465.0	3019.0	1512.0	961.0	3229.0	3589.0	1788.0	3025.0	1567.0	3078.0	1311.0	2768.0	2595.0	1047.0
Urea decomposition	13349.0	9970.0	19955.0	18677.0	26569.0	13342.0	18094.0	20170.0	19515.0	26086.0	10419.0	13188.0	28474.0	30067.0	32085.0	22444.0	19357.0	25795.0	15810.0	18596.0	21259.0	12689.0
Urease subunits	4464.0	3846.0	7073.0	6235.0	9867.0	7464.0	6085.0	6462.0	6777.0	8973.0	5898.0	31.0	9082.0	10336.0	12072.0	7486.0	6812.0	8826.0	9174.0	6295.0	7051.0	4330.0
Utilization of glutathione as a sulphur source	3713.0	7764.0	6913.0	3358.0	9139.0	12044.0	3815.0	6043.0	3503.0	7757.0	8798.0	7420.0	7590.0	9551.0	4155.0	7602.0	3679.0	8503.0	14024.0	6453.0	5895.0	2192.0
V-Type ATP synthase	58.0	4.0	8.0	2.0	28.0	5.0	7.0	14.0	16.0	9.0	5.0	5.0	16.0	19.0	10.0	17.0	10.0	25.0	1.0	7.0	26.0	6.0
VC0266	507.0	1.0	28.0	1.0	368.0	5.0	107.0	391.0	2.0	424.0	3.0	1.0	567.0	575.0	5.0	437.0	4.0	516.0	2.0	519.0	451.0	1.0
Valine degradation	6939.0	2524.0	6157.0	3536.0	10240.0	18507.0	4935.0	8151.0	3763.0	10767.0	4026.0	1082.0	13111.0	12007.0	4372.0	12216.0	3914.0	13614.0	4874.0	11600.0	11741.0	2355.0
Vanillate and syringate utilization	5.0	0.0	2.0	0.0	13.0	0.0	10.0	7.0	0.0	25.0	0.0	0.0	64.0	41.0	3.0	14.0	1.0	8.0	1.0	6.0	18.0	1.0
Vibrio Core Oligosaccharide Biosynthesis	3064.0	6.0	109.0	5.0	2053.0	8.0	1131.0	2988.0	5.0	3090.0	6.0	31.0	4226.0	3706.0	20.0	5728.0	15.0	6440.0	12.0	6111.0	5278.0	13.0
Vibrio Polysaccharide (VPS) Biosynthesis	104.0	1.0	27.0	36.0	112.0	3.0	66.0	171.0	58.0	157.0	1.0	25.0	217.0	198.0	54.0	214.0	43.0	279.0	4.0	274.0	218.0	28.0
Vibrio pathogenicity island	136.0	2.0	152.0	5.0	226.0	5.0	65.0	167.0	1.0	260.0	2.0	1364.0	303.0	273.0	0.0	627.0	2.0	609.0	3.0	615.0	468.0	0.0
Vibrioferrin synthesis	11.0	0.0	3.0	1.0	12.0	4.0	4.0	9.0	0.0	25.0	0.0	1.0	33.0	16.0	0.0	10.0	6.0	13.0	0.0	9.0	24.0	2.0
VieSAB signal transduction system of Vibrio	42.0	1.0	11.0	8.0	34.0	0.0	18.0	42.0	2.0	55.0	35.0	0.0	64.0	53.0	0.0	69.0	15.0	82.0	0.0	58.0	62.0	3.0
WhiB and WhiB-type regulatory proteins_	13537.0	5622.0	11139.0	6548.0	19235.0	7858.0	8246.0	13406.0	7109.0	16700.0	5969.0	4232.0	17596.0	20006.0	8018.0	15574.0	7125.0	17473.0	13922.0	15873.0	14452.0	6081.0
Widespread colonization island	220.0	24.0	69.0	2.0	392.0	6.0	193.0	255.0	5.0	716.0	36.0	11.0	1378.0	736.0	18.0	253.0	11.0	426.0	16.0	309.0	676.0	2.0
Xanthine Metabolism in Bacteria	8372.0	2865.0	8001.0	4336.0	13276.0	8941.0	5546.0	9662.0	4527.0	11828.0	4126.0	4302.0	12908.0	13455.0	4998.0	12253.0	4814.0	13411.0	6603.0	11905.0	11402.0	2867.0
Xanthosine utilization (xap region)	2410.0	3008.0	4941.0	1357.0	5666.0	5268.0	1909.0	4095.0	1449.0	4668.0	1199.0	10.0	4611.0	5905.0	1566.0	5446.0	1460.0	5685.0	1719.0	4965.0	3941.0	1002.0
Xylose utilization	28427.0	13787.0	41398.0	29912.0	54373.0	37097.0	28955.0	34909.0	31900.0	43517.0	28525.0	16546.0	42194.0	54430.0	32477.0	42155.0	34275.0	45785.0	34466.0	39944.0	35625.0	21085.0
YcfH	4094.0	2283.0	5451.0	3165.0	7276.0	4818.0	3414.0	5382.0	3179.0	6506.0	2895.0	2268.0	6847.0	7677.0	3556.0	6732.0	3298.0	7533.0	4893.0	6465.0	5893.0	2303.0
YebC	12367.0	3926.0	12340.0	5308.0	18932.0	9060.0	7613.0	13299.0	5364.0	16572.0	5460.0	7619.0	17775.0	19187.0	6292.0	16564.0	5852.0	17651.0	8861.0	16301.0	14811.0	3618.0
YgfZ	59048.0	20538.0	66015.0	35109.0	96864.0	42253.0	43156.0	67916.0	36391.0	83754.0	28794.0	15454.0	88494.0	97284.0	44677.0	85607.0	38271.0	94192.0	62828.0	83395.0	76344.0	25586.0
YgfZ-Fe-S	25057.0	10558.0	29988.0	17367.0	44213.0	18294.0	20362.0	30489.0	18229.0	37777.0	12301.0	7171.0	39427.0	43566.0	20364.0	37728.0	18464.0	42034.0	29684.0	36341.0	33955.0	12976.0
YgjD and YeaZ	1819.0	463.0	1663.0	977.0	2922.0	957.0	1240.0	1849.0	1082.0	2372.0	1022.0	316.0	2642.0	2840.0	864.0	1926.0	1179.0	2229.0	1272.0	2014.0	1976.0	677.0
YjbEFGH Locus Involved in Exopolysaccharide Production	2977.0	3508.0	7552.0	28.0	6995.0	6820.0	1349.0	4916.0	20.0	5638.0	5485.0	1053.0	5277.0	7674.0	15.0	7247.0	30.0	7425.0	8599.0	6940.0	4706.0	19.0
YjeE	3342.0	1577.0	4204.0	2261.0	5897.0	2852.0	2621.0	4153.0	2684.0	5208.0	2238.0	1253.0	5370.0	6220.0	2772.0	5185.0	2655.0	5532.0	4349.0	4817.0	4387.0	1511.0
YrdC-YciO	6336.0	2112.0	5864.0	2903.0	9443.0	5927.0	4075.0	7245.0	3251.0	8869.0	2884.0	3955.0	9699.0	10113.0	3579.0	8091.0	3486.0	8940.0	4739.0	7885.0	7683.0	2046.0
YrdC-YciO-Sua5 and associated protein families	13484.0	6011.0	14323.0	7827.0	21710.0	10609.0	9876.0	16320.0	8495.0	20184.0	8368.0	6291.0	21840.0	23304.0	9313.0	19378.0	8960.0	21143.0	10631.0	18793.0	17571.0	5919.0
Zinc regulated enzymes	19080.0	10380.0	26276.0	16321.0	35025.0	23859.0	18131.0	26943.0	17343.0	32945.0	15852.0	10674.0	34324.0	38429.0	17941.0	34779.0	17432.0	37843.0	24773.0	31414.0	29368.0	12304.0
Zinc resistance	2528.0	19.0	4784.0	66.0	5044.0	766.0	982.0	3239.0	64.0	3766.0	12.0	12.0	3469.0	4432.0	44.0	4311.0	59.0	4479.0	11.0	4082.0	3303.0	29.0
acinetobacter siderophore assembly	372.0	1.0	29.0	3.0	360.0	32.0	165.0	1036.0	0.0	1104.0	2.0	0.0	1631.0	1113.0	1.0	72.0	2.0	372.0	1.0	84.0	986.0	0.0
acinetobacter tca	27314.0	13877.0	37222.0	17473.0	51184.0	29379.0	22188.0	38532.0	17898.0	46707.0	19038.0	9603.0	48997.0	53368.0	20077.0	48855.0	18382.0	53604.0	38039.0	45373.0	41385.0	12812.0
alpha carboxysome	15.0	0.0	1.0	0.0	7.0	0.0	8.0	7.0	0.0	28.0	0.0	2.0	47.0	21.0	1.0	21.0	0.0	26.0	0.0	13.0	23.0	0.0
